example_id,lang_code,task,input,model_prompt,generation,raw_generation,message_sequence
289,kab,paraphrase,Sellek-aɣ.,"<|im_start|>system
I will give you some examples of paraphrasing, then I want you to paraphrase a new text in a similar style and same language.
Now, please paraphrase the following text. Return only the bare result; no explanations.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Ssneɣ Jim seg wasmi ay nella d imecṭuḥen.<|im_end|>
<|im_start|>assistant
Ssneɣ Jim seg wasmi ay lliɣ d amecṭuḥ.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Ad ffɣen azekka?<|im_end|>
<|im_start|>assistant
Ad ffɣent azekka?<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Atan Fadil.<|im_end|>
<|im_start|>assistant
Wa d Faḍil.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Tamrint-a ur tetteddu.<|im_end|>
<|im_start|>assistant
Texṣer temrint-a.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Anwa ay d-mazal yettaddam akud akken ad yaru tabṛat taɣezfant i umeddakel?<|im_end|>
<|im_start|>assistant
Anwa i d-mazal yettaddam akud akken ad yekteb tabṛat ɣezzifen i umeddakel-is?<|im_end|>
<|im_start|>user
language: Kabyle (kab)
text: Sellek-aɣ.<|im_end|>
<|im_start|>assistant
<think>

</think>

",Sellek-aɣ.,Sellek-aɣ.,"[{'role': 'system', 'content': 'I will give you some examples of paraphrasing, then I want you to paraphrase a new text in a similar style and same language.\nNow, please paraphrase the following text. Return only the bare result; no explanations.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Ssneɣ Jim seg wasmi ay nella d imecṭuḥen.'}, {'role': 'assistant', 'content': 'Ssneɣ Jim seg wasmi ay lliɣ d amecṭuḥ.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Ad ffɣen azekka?'}, {'role': 'assistant', 'content': 'Ad ffɣent azekka?'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Atan Fadil.'}, {'role': 'assistant', 'content': 'Wa d Faḍil.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Tamrint-a ur tetteddu.'}, {'role': 'assistant', 'content': 'Texṣer temrint-a.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Anwa ay d-mazal yettaddam akud akken ad yaru tabṛat taɣezfant i umeddakel?'}, {'role': 'assistant', 'content': 'Anwa i d-mazal yettaddam akud akken ad yekteb tabṛat ɣezzifen i umeddakel-is?'}, {'role': 'user', 'content': 'language: Kabyle (kab)\ntext: Sellek-aɣ.'}]"
290,kab,paraphrase,Sellek-it.,"<|im_start|>system
I will give you some examples of paraphrasing, then I want you to paraphrase a new text in a similar style and same language.
Now, please paraphrase the following text. Return only the bare result; no explanations.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Ssneɣ Jim seg wasmi ay nella d imecṭuḥen.<|im_end|>
<|im_start|>assistant
Ssneɣ Jim seg wasmi ay lliɣ d amecṭuḥ.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Ad ffɣen azekka?<|im_end|>
<|im_start|>assistant
Ad ffɣent azekka?<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Atan Fadil.<|im_end|>
<|im_start|>assistant
Wa d Faḍil.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Tamrint-a ur tetteddu.<|im_end|>
<|im_start|>assistant
Texṣer temrint-a.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Anwa ay d-mazal yettaddam akud akken ad yaru tabṛat taɣezfant i umeddakel?<|im_end|>
<|im_start|>assistant
Anwa i d-mazal yettaddam akud akken ad yekteb tabṛat ɣezzifen i umeddakel-is?<|im_end|>
<|im_start|>user
language: Kabyle (kab)
text: Sellek-it.<|im_end|>
<|im_start|>assistant
<think>

</think>

",Sellek-it.,Sellek-it.,"[{'role': 'system', 'content': 'I will give you some examples of paraphrasing, then I want you to paraphrase a new text in a similar style and same language.\nNow, please paraphrase the following text. Return only the bare result; no explanations.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Ssneɣ Jim seg wasmi ay nella d imecṭuḥen.'}, {'role': 'assistant', 'content': 'Ssneɣ Jim seg wasmi ay lliɣ d amecṭuḥ.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Ad ffɣen azekka?'}, {'role': 'assistant', 'content': 'Ad ffɣent azekka?'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Atan Fadil.'}, {'role': 'assistant', 'content': 'Wa d Faḍil.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Tamrint-a ur tetteddu.'}, {'role': 'assistant', 'content': 'Texṣer temrint-a.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Anwa ay d-mazal yettaddam akud akken ad yaru tabṛat taɣezfant i umeddakel?'}, {'role': 'assistant', 'content': 'Anwa i d-mazal yettaddam akud akken ad yekteb tabṛat ɣezzifen i umeddakel-is?'}, {'role': 'user', 'content': 'language: Kabyle (kab)\ntext: Sellek-it.'}]"
291,kab,paraphrase,Nhegga i wurar.,"<|im_start|>system
I will give you some examples of paraphrasing, then I want you to paraphrase a new text in a similar style and same language.
Now, please paraphrase the following text. Return only the bare result; no explanations.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Ssneɣ Jim seg wasmi ay nella d imecṭuḥen.<|im_end|>
<|im_start|>assistant
Ssneɣ Jim seg wasmi ay lliɣ d amecṭuḥ.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Ad ffɣen azekka?<|im_end|>
<|im_start|>assistant
Ad ffɣent azekka?<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Atan Fadil.<|im_end|>
<|im_start|>assistant
Wa d Faḍil.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Tamrint-a ur tetteddu.<|im_end|>
<|im_start|>assistant
Texṣer temrint-a.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Anwa ay d-mazal yettaddam akud akken ad yaru tabṛat taɣezfant i umeddakel?<|im_end|>
<|im_start|>assistant
Anwa i d-mazal yettaddam akud akken ad yekteb tabṛat ɣezzifen i umeddakel-is?<|im_end|>
<|im_start|>user
language: Kabyle (kab)
text: Nhegga i wurar.<|im_end|>
<|im_start|>assistant
<think>

</think>

",Nhegga i wurar.,Nhegga i wurar.,"[{'role': 'system', 'content': 'I will give you some examples of paraphrasing, then I want you to paraphrase a new text in a similar style and same language.\nNow, please paraphrase the following text. Return only the bare result; no explanations.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Ssneɣ Jim seg wasmi ay nella d imecṭuḥen.'}, {'role': 'assistant', 'content': 'Ssneɣ Jim seg wasmi ay lliɣ d amecṭuḥ.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Ad ffɣen azekka?'}, {'role': 'assistant', 'content': 'Ad ffɣent azekka?'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Atan Fadil.'}, {'role': 'assistant', 'content': 'Wa d Faḍil.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Tamrint-a ur tetteddu.'}, {'role': 'assistant', 'content': 'Texṣer temrint-a.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Anwa ay d-mazal yettaddam akud akken ad yaru tabṛat taɣezfant i umeddakel?'}, {'role': 'assistant', 'content': 'Anwa i d-mazal yettaddam akud akken ad yekteb tabṛat ɣezzifen i umeddakel-is?'}, {'role': 'user', 'content': 'language: Kabyle (kab)\ntext: Nhegga i wurar.'}]"
292,ber,paraphrase,Deg yidis-a n wezniq ay d-yezga?,"<|im_start|>system
I will give you some examples of paraphrasing, then I want you to paraphrase a new text in a similar style and same language.
Now, please paraphrase the following text. Return only the bare result; no explanations.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Ssneɣ Jim seg wasmi ay nella d imecṭuḥen.<|im_end|>
<|im_start|>assistant
Ssneɣ Jim seg wasmi ay lliɣ d amecṭuḥ.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Ad ffɣen azekka?<|im_end|>
<|im_start|>assistant
Ad ffɣent azekka?<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Atan Fadil.<|im_end|>
<|im_start|>assistant
Wa d Faḍil.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Tamrint-a ur tetteddu.<|im_end|>
<|im_start|>assistant
Texṣer temrint-a.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Anwa ay d-mazal yettaddam akud akken ad yaru tabṛat taɣezfant i umeddakel?<|im_end|>
<|im_start|>assistant
Anwa i d-mazal yettaddam akud akken ad yekteb tabṛat ɣezzifen i umeddakel-is?<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Deg yidis-a n wezniq ay d-yezga?<|im_end|>
<|im_start|>assistant
<think>

</think>

",Deg yidis n wezniq-agi?,Deg yidis n wezniq-agi?,"[{'role': 'system', 'content': 'I will give you some examples of paraphrasing, then I want you to paraphrase a new text in a similar style and same language.\nNow, please paraphrase the following text. Return only the bare result; no explanations.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Ssneɣ Jim seg wasmi ay nella d imecṭuḥen.'}, {'role': 'assistant', 'content': 'Ssneɣ Jim seg wasmi ay lliɣ d amecṭuḥ.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Ad ffɣen azekka?'}, {'role': 'assistant', 'content': 'Ad ffɣent azekka?'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Atan Fadil.'}, {'role': 'assistant', 'content': 'Wa d Faḍil.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Tamrint-a ur tetteddu.'}, {'role': 'assistant', 'content': 'Texṣer temrint-a.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Anwa ay d-mazal yettaddam akud akken ad yaru tabṛat taɣezfant i umeddakel?'}, {'role': 'assistant', 'content': 'Anwa i d-mazal yettaddam akud akken ad yekteb tabṛat ɣezzifen i umeddakel-is?'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Deg yidis-a n wezniq ay d-yezga?'}]"
293,ber,paraphrase,Imdanen ttamnen kan s wayen ay bɣan ad amnen yes-s.,"<|im_start|>system
I will give you some examples of paraphrasing, then I want you to paraphrase a new text in a similar style and same language.
Now, please paraphrase the following text. Return only the bare result; no explanations.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Ssneɣ Jim seg wasmi ay nella d imecṭuḥen.<|im_end|>
<|im_start|>assistant
Ssneɣ Jim seg wasmi ay lliɣ d amecṭuḥ.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Ad ffɣen azekka?<|im_end|>
<|im_start|>assistant
Ad ffɣent azekka?<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Atan Fadil.<|im_end|>
<|im_start|>assistant
Wa d Faḍil.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Tamrint-a ur tetteddu.<|im_end|>
<|im_start|>assistant
Texṣer temrint-a.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Anwa ay d-mazal yettaddam akud akken ad yaru tabṛat taɣezfant i umeddakel?<|im_end|>
<|im_start|>assistant
Anwa i d-mazal yettaddam akud akken ad yekteb tabṛat ɣezzifen i umeddakel-is?<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Imdanen ttamnen kan s wayen ay bɣan ad amnen yes-s.<|im_end|>
<|im_start|>assistant
<think>

</think>

",Imdanen ttamnen kan s wayen ay bɣan ad amnen yis-sen.,Imdanen ttamnen kan s wayen ay bɣan ad amnen yis-sen.,"[{'role': 'system', 'content': 'I will give you some examples of paraphrasing, then I want you to paraphrase a new text in a similar style and same language.\nNow, please paraphrase the following text. Return only the bare result; no explanations.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Ssneɣ Jim seg wasmi ay nella d imecṭuḥen.'}, {'role': 'assistant', 'content': 'Ssneɣ Jim seg wasmi ay lliɣ d amecṭuḥ.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Ad ffɣen azekka?'}, {'role': 'assistant', 'content': 'Ad ffɣent azekka?'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Atan Fadil.'}, {'role': 'assistant', 'content': 'Wa d Faḍil.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Tamrint-a ur tetteddu.'}, {'role': 'assistant', 'content': 'Texṣer temrint-a.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Anwa ay d-mazal yettaddam akud akken ad yaru tabṛat taɣezfant i umeddakel?'}, {'role': 'assistant', 'content': 'Anwa i d-mazal yettaddam akud akken ad yekteb tabṛat ɣezzifen i umeddakel-is?'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Imdanen ttamnen kan s wayen ay bɣan ad amnen yes-s.'}]"
294,ber,paraphrase,Tḥemmled imeccalen?,"<|im_start|>system
I will give you some examples of paraphrasing, then I want you to paraphrase a new text in a similar style and same language.
Now, please paraphrase the following text. Return only the bare result; no explanations.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Ssneɣ Jim seg wasmi ay nella d imecṭuḥen.<|im_end|>
<|im_start|>assistant
Ssneɣ Jim seg wasmi ay lliɣ d amecṭuḥ.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Ad ffɣen azekka?<|im_end|>
<|im_start|>assistant
Ad ffɣent azekka?<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Atan Fadil.<|im_end|>
<|im_start|>assistant
Wa d Faḍil.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Tamrint-a ur tetteddu.<|im_end|>
<|im_start|>assistant
Texṣer temrint-a.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Anwa ay d-mazal yettaddam akud akken ad yaru tabṛat taɣezfant i umeddakel?<|im_end|>
<|im_start|>assistant
Anwa i d-mazal yettaddam akud akken ad yekteb tabṛat ɣezzifen i umeddakel-is?<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Tḥemmled imeccalen?<|im_end|>
<|im_start|>assistant
<think>

</think>

",Tḥemmleḍ imeccalen?,Tḥemmleḍ imeccalen?,"[{'role': 'system', 'content': 'I will give you some examples of paraphrasing, then I want you to paraphrase a new text in a similar style and same language.\nNow, please paraphrase the following text. Return only the bare result; no explanations.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Ssneɣ Jim seg wasmi ay nella d imecṭuḥen.'}, {'role': 'assistant', 'content': 'Ssneɣ Jim seg wasmi ay lliɣ d amecṭuḥ.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Ad ffɣen azekka?'}, {'role': 'assistant', 'content': 'Ad ffɣent azekka?'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Atan Fadil.'}, {'role': 'assistant', 'content': 'Wa d Faḍil.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Tamrint-a ur tetteddu.'}, {'role': 'assistant', 'content': 'Texṣer temrint-a.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Anwa ay d-mazal yettaddam akud akken ad yaru tabṛat taɣezfant i umeddakel?'}, {'role': 'assistant', 'content': 'Anwa i d-mazal yettaddam akud akken ad yekteb tabṛat ɣezzifen i umeddakel-is?'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Tḥemmled imeccalen?'}]"
295,ber,paraphrase,Yessefk ad ten-id-nseɣ seg lbeṛṛani.,"<|im_start|>system
I will give you some examples of paraphrasing, then I want you to paraphrase a new text in a similar style and same language.
Now, please paraphrase the following text. Return only the bare result; no explanations.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Ssneɣ Jim seg wasmi ay nella d imecṭuḥen.<|im_end|>
<|im_start|>assistant
Ssneɣ Jim seg wasmi ay lliɣ d amecṭuḥ.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Ad ffɣen azekka?<|im_end|>
<|im_start|>assistant
Ad ffɣent azekka?<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Atan Fadil.<|im_end|>
<|im_start|>assistant
Wa d Faḍil.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Tamrint-a ur tetteddu.<|im_end|>
<|im_start|>assistant
Texṣer temrint-a.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Anwa ay d-mazal yettaddam akud akken ad yaru tabṛat taɣezfant i umeddakel?<|im_end|>
<|im_start|>assistant
Anwa i d-mazal yettaddam akud akken ad yekteb tabṛat ɣezzifen i umeddakel-is?<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Yessefk ad ten-id-nseɣ seg lbeṛṛani.<|im_end|>
<|im_start|>assistant
<think>

</think>

",Ilaq ad ten-d-nessiweḍ seg lbeṛṛani.,Ilaq ad ten-d-nessiweḍ seg lbeṛṛani.,"[{'role': 'system', 'content': 'I will give you some examples of paraphrasing, then I want you to paraphrase a new text in a similar style and same language.\nNow, please paraphrase the following text. Return only the bare result; no explanations.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Ssneɣ Jim seg wasmi ay nella d imecṭuḥen.'}, {'role': 'assistant', 'content': 'Ssneɣ Jim seg wasmi ay lliɣ d amecṭuḥ.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Ad ffɣen azekka?'}, {'role': 'assistant', 'content': 'Ad ffɣent azekka?'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Atan Fadil.'}, {'role': 'assistant', 'content': 'Wa d Faḍil.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Tamrint-a ur tetteddu.'}, {'role': 'assistant', 'content': 'Texṣer temrint-a.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Anwa ay d-mazal yettaddam akud akken ad yaru tabṛat taɣezfant i umeddakel?'}, {'role': 'assistant', 'content': 'Anwa i d-mazal yettaddam akud akken ad yekteb tabṛat ɣezzifen i umeddakel-is?'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Yessefk ad ten-id-nseɣ seg lbeṛṛani.'}]"
296,kab,paraphrase,Yules-d Tom aṭas iberdan i wawal.,"<|im_start|>system
I will give you some examples of paraphrasing, then I want you to paraphrase a new text in a similar style and same language.
Now, please paraphrase the following text. Return only the bare result; no explanations.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Ssneɣ Jim seg wasmi ay nella d imecṭuḥen.<|im_end|>
<|im_start|>assistant
Ssneɣ Jim seg wasmi ay lliɣ d amecṭuḥ.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Ad ffɣen azekka?<|im_end|>
<|im_start|>assistant
Ad ffɣent azekka?<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Atan Fadil.<|im_end|>
<|im_start|>assistant
Wa d Faḍil.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Tamrint-a ur tetteddu.<|im_end|>
<|im_start|>assistant
Texṣer temrint-a.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Anwa ay d-mazal yettaddam akud akken ad yaru tabṛat taɣezfant i umeddakel?<|im_end|>
<|im_start|>assistant
Anwa i d-mazal yettaddam akud akken ad yekteb tabṛat ɣezzifen i umeddakel-is?<|im_end|>
<|im_start|>user
language: Kabyle (kab)
text: Yules-d Tom aṭas iberdan i wawal.<|im_end|>
<|im_start|>assistant
<think>

</think>

",Yules-d Tom aṭas n yiberdan i wawal.,Yules-d Tom aṭas n yiberdan i wawal.,"[{'role': 'system', 'content': 'I will give you some examples of paraphrasing, then I want you to paraphrase a new text in a similar style and same language.\nNow, please paraphrase the following text. Return only the bare result; no explanations.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Ssneɣ Jim seg wasmi ay nella d imecṭuḥen.'}, {'role': 'assistant', 'content': 'Ssneɣ Jim seg wasmi ay lliɣ d amecṭuḥ.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Ad ffɣen azekka?'}, {'role': 'assistant', 'content': 'Ad ffɣent azekka?'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Atan Fadil.'}, {'role': 'assistant', 'content': 'Wa d Faḍil.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Tamrint-a ur tetteddu.'}, {'role': 'assistant', 'content': 'Texṣer temrint-a.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Anwa ay d-mazal yettaddam akud akken ad yaru tabṛat taɣezfant i umeddakel?'}, {'role': 'assistant', 'content': 'Anwa i d-mazal yettaddam akud akken ad yekteb tabṛat ɣezzifen i umeddakel-is?'}, {'role': 'user', 'content': 'language: Kabyle (kab)\ntext: Yules-d Tom aṭas iberdan i wawal.'}]"
297,ber,paraphrase,Anwa ay ak-yeslemden ccḍeḥ?,"<|im_start|>system
I will give you some examples of paraphrasing, then I want you to paraphrase a new text in a similar style and same language.
Now, please paraphrase the following text. Return only the bare result; no explanations.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Ssneɣ Jim seg wasmi ay nella d imecṭuḥen.<|im_end|>
<|im_start|>assistant
Ssneɣ Jim seg wasmi ay lliɣ d amecṭuḥ.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Ad ffɣen azekka?<|im_end|>
<|im_start|>assistant
Ad ffɣent azekka?<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Atan Fadil.<|im_end|>
<|im_start|>assistant
Wa d Faḍil.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Tamrint-a ur tetteddu.<|im_end|>
<|im_start|>assistant
Texṣer temrint-a.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Anwa ay d-mazal yettaddam akud akken ad yaru tabṛat taɣezfant i umeddakel?<|im_end|>
<|im_start|>assistant
Anwa i d-mazal yettaddam akud akken ad yekteb tabṛat ɣezzifen i umeddakel-is?<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Anwa ay ak-yeslemden ccḍeḥ?<|im_end|>
<|im_start|>assistant
<think>

</think>

",Anwa i k-islemden ccḍeḥ?,Anwa i k-islemden ccḍeḥ?,"[{'role': 'system', 'content': 'I will give you some examples of paraphrasing, then I want you to paraphrase a new text in a similar style and same language.\nNow, please paraphrase the following text. Return only the bare result; no explanations.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Ssneɣ Jim seg wasmi ay nella d imecṭuḥen.'}, {'role': 'assistant', 'content': 'Ssneɣ Jim seg wasmi ay lliɣ d amecṭuḥ.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Ad ffɣen azekka?'}, {'role': 'assistant', 'content': 'Ad ffɣent azekka?'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Atan Fadil.'}, {'role': 'assistant', 'content': 'Wa d Faḍil.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Tamrint-a ur tetteddu.'}, {'role': 'assistant', 'content': 'Texṣer temrint-a.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Anwa ay d-mazal yettaddam akud akken ad yaru tabṛat taɣezfant i umeddakel?'}, {'role': 'assistant', 'content': 'Anwa i d-mazal yettaddam akud akken ad yekteb tabṛat ɣezzifen i umeddakel-is?'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Anwa ay ak-yeslemden ccḍeḥ?'}]"
298,afr,paraphrase,Ek wil jou nie seermaak nie.,"<|im_start|>system
I will give you some examples of paraphrasing, then I want you to paraphrase a new text in a similar style and same language.
Now, please paraphrase the following text. Return only the bare result; no explanations.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Ssneɣ Jim seg wasmi ay nella d imecṭuḥen.<|im_end|>
<|im_start|>assistant
Ssneɣ Jim seg wasmi ay lliɣ d amecṭuḥ.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Ad ffɣen azekka?<|im_end|>
<|im_start|>assistant
Ad ffɣent azekka?<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Atan Fadil.<|im_end|>
<|im_start|>assistant
Wa d Faḍil.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Tamrint-a ur tetteddu.<|im_end|>
<|im_start|>assistant
Texṣer temrint-a.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Anwa ay d-mazal yettaddam akud akken ad yaru tabṛat taɣezfant i umeddakel?<|im_end|>
<|im_start|>assistant
Anwa i d-mazal yettaddam akud akken ad yekteb tabṛat ɣezzifen i umeddakel-is?<|im_end|>
<|im_start|>user
language: Afrikaans (afr)
text: Ek wil jou nie seermaak nie.<|im_end|>
<|im_start|>assistant
<think>

</think>

",Ek wil jou nie seermaak nie.,Ek wil jou nie seermaak nie.,"[{'role': 'system', 'content': 'I will give you some examples of paraphrasing, then I want you to paraphrase a new text in a similar style and same language.\nNow, please paraphrase the following text. Return only the bare result; no explanations.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Ssneɣ Jim seg wasmi ay nella d imecṭuḥen.'}, {'role': 'assistant', 'content': 'Ssneɣ Jim seg wasmi ay lliɣ d amecṭuḥ.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Ad ffɣen azekka?'}, {'role': 'assistant', 'content': 'Ad ffɣent azekka?'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Atan Fadil.'}, {'role': 'assistant', 'content': 'Wa d Faḍil.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Tamrint-a ur tetteddu.'}, {'role': 'assistant', 'content': 'Texṣer temrint-a.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Anwa ay d-mazal yettaddam akud akken ad yaru tabṛat taɣezfant i umeddakel?'}, {'role': 'assistant', 'content': 'Anwa i d-mazal yettaddam akud akken ad yekteb tabṛat ɣezzifen i umeddakel-is?'}, {'role': 'user', 'content': 'language: Afrikaans (afr)\ntext: Ek wil jou nie seermaak nie.'}]"
