example_id,lang_code,task,input,model_prompt,generation,raw_generation,message_sequence
131,pcm,sentiment,university of maiduguri students hear gunshots and blasts,"<|im_start|>system
I will give you examples of text with their sentiment classification label. Then I want you to classify a new text as positive, negative or neutral.
Now, classify the sentiment of the following text. The answer should be on of the provided list. Return only the bare result; no explanations.<|im_end|>
<|im_start|>user
defender of di universe  wear captain band for us for fess time dis night! ©️󠁧󠁢󠁥󠁮󠁧󠁿<|im_end|>
<|im_start|>assistant
positive<|im_end|>
<|im_start|>user
ahh c est bizare dè<|im_end|>
<|im_start|>assistant
neutral<|im_end|>
<|im_start|>user
c3siri for life<|im_end|>
<|im_start|>assistant
neutral<|im_end|>
<|im_start|>user
baba we don meet again sha. in this life, you no fit run from your destiny.<|im_end|>
<|im_start|>assistant
positive<|im_end|>
<|im_start|>user
c est tellement facile de perdre la confiance des enfants façon ni kofai outai exercice fochi dedi ima bilen<|im_end|>
<|im_start|>assistant
neutral<|im_end|>
<|im_start|>user
university of maiduguri students hear gunshots and blasts<|im_end|>
<|im_start|>assistant
<think>

</think>

",negative,negative,"[{'role': 'system', 'content': 'I will give you examples of text with their sentiment classification label. Then I want you to classify a new text as positive, negative or neutral.\nNow, classify the sentiment of the following text. The answer should be on of the provided list. Return only the bare result; no explanations.'}, {'role': 'user', 'content': 'defender of di universe  wear captain band for us for fess time dis night! ©️\U000e0067\U000e0062\U000e0065\U000e006e\U000e0067\U000e007f'}, {'role': 'assistant', 'content': 'positive'}, {'role': 'user', 'content': 'ahh c est bizare dè'}, {'role': 'assistant', 'content': 'neutral'}, {'role': 'user', 'content': 'c3siri for life'}, {'role': 'assistant', 'content': 'neutral'}, {'role': 'user', 'content': 'baba we don meet again sha. in this life, you no fit run from your destiny.'}, {'role': 'assistant', 'content': 'positive'}, {'role': 'user', 'content': 'c est tellement facile de perdre la confiance des enfants façon ni kofai outai exercice fochi dedi ima bilen'}, {'role': 'assistant', 'content': 'neutral'}, {'role': 'user', 'content': 'university of maiduguri students hear gunshots and blasts'}]"
132,yor,sentiment,kò tí ì lẹ hàn kedere. Kò ní ìtumọ̀ àtipé ọ̀kan ni Ọmọkùnrin Nàìjíríà tó ń búra fún ọmọ jàmáíkà Ọ̀rọ̀ ìbúra kìí ṣe ti jàmáíkà?,"<|im_start|>system
I will give you examples of text with their sentiment classification label. Then I want you to classify a new text as positive, negative or neutral.
Now, classify the sentiment of the following text. The answer should be on of the provided list. Return only the bare result; no explanations.<|im_end|>
<|im_start|>user
defender of di universe  wear captain band for us for fess time dis night! ©️󠁧󠁢󠁥󠁮󠁧󠁿<|im_end|>
<|im_start|>assistant
positive<|im_end|>
<|im_start|>user
ahh c est bizare dè<|im_end|>
<|im_start|>assistant
neutral<|im_end|>
<|im_start|>user
c3siri for life<|im_end|>
<|im_start|>assistant
neutral<|im_end|>
<|im_start|>user
baba we don meet again sha. in this life, you no fit run from your destiny.<|im_end|>
<|im_start|>assistant
positive<|im_end|>
<|im_start|>user
c est tellement facile de perdre la confiance des enfants façon ni kofai outai exercice fochi dedi ima bilen<|im_end|>
<|im_start|>assistant
neutral<|im_end|>
<|im_start|>user
kò tí ì lẹ hàn kedere. Kò ní ìtumọ̀ àtipé ọ̀kan ni Ọmọkùnrin Nàìjíríà tó ń búra fún ọmọ jàmáíkà Ọ̀rọ̀ ìbúra kìí ṣe ti jàmáíkà?<|im_end|>
<|im_start|>assistant
<think>

</think>

",negative,negative,"[{'role': 'system', 'content': 'I will give you examples of text with their sentiment classification label. Then I want you to classify a new text as positive, negative or neutral.\nNow, classify the sentiment of the following text. The answer should be on of the provided list. Return only the bare result; no explanations.'}, {'role': 'user', 'content': 'defender of di universe  wear captain band for us for fess time dis night! ©️\U000e0067\U000e0062\U000e0065\U000e006e\U000e0067\U000e007f'}, {'role': 'assistant', 'content': 'positive'}, {'role': 'user', 'content': 'ahh c est bizare dè'}, {'role': 'assistant', 'content': 'neutral'}, {'role': 'user', 'content': 'c3siri for life'}, {'role': 'assistant', 'content': 'neutral'}, {'role': 'user', 'content': 'baba we don meet again sha. in this life, you no fit run from your destiny.'}, {'role': 'assistant', 'content': 'positive'}, {'role': 'user', 'content': 'c est tellement facile de perdre la confiance des enfants façon ni kofai outai exercice fochi dedi ima bilen'}, {'role': 'assistant', 'content': 'neutral'}, {'role': 'user', 'content': 'kò tí ì lẹ hàn kedere. Kò ní ìtumọ̀ àtipé ọ̀kan ni Ọmọkùnrin Nàìjíríà tó ń búra fún ọmọ jàmáíkà Ọ̀rọ̀ ìbúra kìí ṣe ti jàmáíkà?'}]"
133,pcm,sentiment,bros your head dey dia.,"<|im_start|>system
I will give you examples of text with their sentiment classification label. Then I want you to classify a new text as positive, negative or neutral.
Now, classify the sentiment of the following text. The answer should be on of the provided list. Return only the bare result; no explanations.<|im_end|>
<|im_start|>user
defender of di universe  wear captain band for us for fess time dis night! ©️󠁧󠁢󠁥󠁮󠁧󠁿<|im_end|>
<|im_start|>assistant
positive<|im_end|>
<|im_start|>user
ahh c est bizare dè<|im_end|>
<|im_start|>assistant
neutral<|im_end|>
<|im_start|>user
c3siri for life<|im_end|>
<|im_start|>assistant
neutral<|im_end|>
<|im_start|>user
baba we don meet again sha. in this life, you no fit run from your destiny.<|im_end|>
<|im_start|>assistant
positive<|im_end|>
<|im_start|>user
c est tellement facile de perdre la confiance des enfants façon ni kofai outai exercice fochi dedi ima bilen<|im_end|>
<|im_start|>assistant
neutral<|im_end|>
<|im_start|>user
bros your head dey dia.<|im_end|>
<|im_start|>assistant
<think>

</think>

",negative,negative,"[{'role': 'system', 'content': 'I will give you examples of text with their sentiment classification label. Then I want you to classify a new text as positive, negative or neutral.\nNow, classify the sentiment of the following text. The answer should be on of the provided list. Return only the bare result; no explanations.'}, {'role': 'user', 'content': 'defender of di universe  wear captain band for us for fess time dis night! ©️\U000e0067\U000e0062\U000e0065\U000e006e\U000e0067\U000e007f'}, {'role': 'assistant', 'content': 'positive'}, {'role': 'user', 'content': 'ahh c est bizare dè'}, {'role': 'assistant', 'content': 'neutral'}, {'role': 'user', 'content': 'c3siri for life'}, {'role': 'assistant', 'content': 'neutral'}, {'role': 'user', 'content': 'baba we don meet again sha. in this life, you no fit run from your destiny.'}, {'role': 'assistant', 'content': 'positive'}, {'role': 'user', 'content': 'c est tellement facile de perdre la confiance des enfants façon ni kofai outai exercice fochi dedi ima bilen'}, {'role': 'assistant', 'content': 'neutral'}, {'role': 'user', 'content': 'bros your head dey dia.'}]"
134,bam,sentiment,merci tg c est la loi iba one fosaya,"<|im_start|>system
I will give you examples of text with their sentiment classification label. Then I want you to classify a new text as positive, negative or neutral.
Now, classify the sentiment of the following text. The answer should be on of the provided list. Return only the bare result; no explanations.<|im_end|>
<|im_start|>user
defender of di universe  wear captain band for us for fess time dis night! ©️󠁧󠁢󠁥󠁮󠁧󠁿<|im_end|>
<|im_start|>assistant
positive<|im_end|>
<|im_start|>user
ahh c est bizare dè<|im_end|>
<|im_start|>assistant
neutral<|im_end|>
<|im_start|>user
c3siri for life<|im_end|>
<|im_start|>assistant
neutral<|im_end|>
<|im_start|>user
baba we don meet again sha. in this life, you no fit run from your destiny.<|im_end|>
<|im_start|>assistant
positive<|im_end|>
<|im_start|>user
c est tellement facile de perdre la confiance des enfants façon ni kofai outai exercice fochi dedi ima bilen<|im_end|>
<|im_start|>assistant
neutral<|im_end|>
<|im_start|>user
merci tg c est la loi iba one fosaya<|im_end|>
<|im_start|>assistant
<think>

</think>

",neutral,neutral,"[{'role': 'system', 'content': 'I will give you examples of text with their sentiment classification label. Then I want you to classify a new text as positive, negative or neutral.\nNow, classify the sentiment of the following text. The answer should be on of the provided list. Return only the bare result; no explanations.'}, {'role': 'user', 'content': 'defender of di universe  wear captain band for us for fess time dis night! ©️\U000e0067\U000e0062\U000e0065\U000e006e\U000e0067\U000e007f'}, {'role': 'assistant', 'content': 'positive'}, {'role': 'user', 'content': 'ahh c est bizare dè'}, {'role': 'assistant', 'content': 'neutral'}, {'role': 'user', 'content': 'c3siri for life'}, {'role': 'assistant', 'content': 'neutral'}, {'role': 'user', 'content': 'baba we don meet again sha. in this life, you no fit run from your destiny.'}, {'role': 'assistant', 'content': 'positive'}, {'role': 'user', 'content': 'c est tellement facile de perdre la confiance des enfants façon ni kofai outai exercice fochi dedi ima bilen'}, {'role': 'assistant', 'content': 'neutral'}, {'role': 'user', 'content': 'merci tg c est la loi iba one fosaya'}]"
135,yor,sentiment,"Aládùn, ó sì jinlẹ̀ ju bí mo ṣe rò lọ. Eré ti wọ́n kọ dáradára, ó sì jẹ́ ìdàpọ̀ tuntun mọ́ iṣẹ́ Nollywood","<|im_start|>system
I will give you examples of text with their sentiment classification label. Then I want you to classify a new text as positive, negative or neutral.
Now, classify the sentiment of the following text. The answer should be on of the provided list. Return only the bare result; no explanations.<|im_end|>
<|im_start|>user
defender of di universe  wear captain band for us for fess time dis night! ©️󠁧󠁢󠁥󠁮󠁧󠁿<|im_end|>
<|im_start|>assistant
positive<|im_end|>
<|im_start|>user
ahh c est bizare dè<|im_end|>
<|im_start|>assistant
neutral<|im_end|>
<|im_start|>user
c3siri for life<|im_end|>
<|im_start|>assistant
neutral<|im_end|>
<|im_start|>user
baba we don meet again sha. in this life, you no fit run from your destiny.<|im_end|>
<|im_start|>assistant
positive<|im_end|>
<|im_start|>user
c est tellement facile de perdre la confiance des enfants façon ni kofai outai exercice fochi dedi ima bilen<|im_end|>
<|im_start|>assistant
neutral<|im_end|>
<|im_start|>user
Aládùn, ó sì jinlẹ̀ ju bí mo ṣe rò lọ. Eré ti wọ́n kọ dáradára, ó sì jẹ́ ìdàpọ̀ tuntun mọ́ iṣẹ́ Nollywood<|im_end|>
<|im_start|>assistant
<think>

</think>

",positive,positive,"[{'role': 'system', 'content': 'I will give you examples of text with their sentiment classification label. Then I want you to classify a new text as positive, negative or neutral.\nNow, classify the sentiment of the following text. The answer should be on of the provided list. Return only the bare result; no explanations.'}, {'role': 'user', 'content': 'defender of di universe  wear captain band for us for fess time dis night! ©️\U000e0067\U000e0062\U000e0065\U000e006e\U000e0067\U000e007f'}, {'role': 'assistant', 'content': 'positive'}, {'role': 'user', 'content': 'ahh c est bizare dè'}, {'role': 'assistant', 'content': 'neutral'}, {'role': 'user', 'content': 'c3siri for life'}, {'role': 'assistant', 'content': 'neutral'}, {'role': 'user', 'content': 'baba we don meet again sha. in this life, you no fit run from your destiny.'}, {'role': 'assistant', 'content': 'positive'}, {'role': 'user', 'content': 'c est tellement facile de perdre la confiance des enfants façon ni kofai outai exercice fochi dedi ima bilen'}, {'role': 'assistant', 'content': 'neutral'}, {'role': 'user', 'content': 'Aládùn, ó sì jinlẹ̀ ju bí mo ṣe rò lọ. Eré ti wọ́n kọ dáradára, ó sì jẹ́ ìdàpọ̀ tuntun mọ́ iṣẹ́ Nollywood'}]"
136,yor,sentiment,Eré tí o dára púpòpúpó Akọ́ dáradára. Mo fẹ́ràn àkójopọ̀ eré-amẹ́rìnwa ati eré-oníṣe. Mo ti sọ fún àwon ọ́rẹ́ mi nípa rẹ̀,"<|im_start|>system
I will give you examples of text with their sentiment classification label. Then I want you to classify a new text as positive, negative or neutral.
Now, classify the sentiment of the following text. The answer should be on of the provided list. Return only the bare result; no explanations.<|im_end|>
<|im_start|>user
defender of di universe  wear captain band for us for fess time dis night! ©️󠁧󠁢󠁥󠁮󠁧󠁿<|im_end|>
<|im_start|>assistant
positive<|im_end|>
<|im_start|>user
ahh c est bizare dè<|im_end|>
<|im_start|>assistant
neutral<|im_end|>
<|im_start|>user
c3siri for life<|im_end|>
<|im_start|>assistant
neutral<|im_end|>
<|im_start|>user
baba we don meet again sha. in this life, you no fit run from your destiny.<|im_end|>
<|im_start|>assistant
positive<|im_end|>
<|im_start|>user
c est tellement facile de perdre la confiance des enfants façon ni kofai outai exercice fochi dedi ima bilen<|im_end|>
<|im_start|>assistant
neutral<|im_end|>
<|im_start|>user
Eré tí o dára púpòpúpó Akọ́ dáradára. Mo fẹ́ràn àkójopọ̀ eré-amẹ́rìnwa ati eré-oníṣe. Mo ti sọ fún àwon ọ́rẹ́ mi nípa rẹ̀<|im_end|>
<|im_start|>assistant
<think>

</think>

",positive,positive,"[{'role': 'system', 'content': 'I will give you examples of text with their sentiment classification label. Then I want you to classify a new text as positive, negative or neutral.\nNow, classify the sentiment of the following text. The answer should be on of the provided list. Return only the bare result; no explanations.'}, {'role': 'user', 'content': 'defender of di universe  wear captain band for us for fess time dis night! ©️\U000e0067\U000e0062\U000e0065\U000e006e\U000e0067\U000e007f'}, {'role': 'assistant', 'content': 'positive'}, {'role': 'user', 'content': 'ahh c est bizare dè'}, {'role': 'assistant', 'content': 'neutral'}, {'role': 'user', 'content': 'c3siri for life'}, {'role': 'assistant', 'content': 'neutral'}, {'role': 'user', 'content': 'baba we don meet again sha. in this life, you no fit run from your destiny.'}, {'role': 'assistant', 'content': 'positive'}, {'role': 'user', 'content': 'c est tellement facile de perdre la confiance des enfants façon ni kofai outai exercice fochi dedi ima bilen'}, {'role': 'assistant', 'content': 'neutral'}, {'role': 'user', 'content': 'Eré tí o dára púpòpúpó Akọ́ dáradára. Mo fẹ́ràn àkójopọ̀ eré-amẹ́rìnwa ati eré-oníṣe. Mo ti sọ fún àwon ọ́rẹ́ mi nípa rẹ̀'}]"
137,yor,sentiment,"Eré àgbéléwò ti Nàìjíríà tó dára ni èyí Ogun tí ó ń ṣẹlẹ̀ ní orílè-èdè Nàìjíríà yìí jẹ́ rògbòdìyàn tí kò dára, eré yìí fi ìhà búburú orílè-èdè yìí hàn. Erè tó ní ìjà ni.","<|im_start|>system
I will give you examples of text with their sentiment classification label. Then I want you to classify a new text as positive, negative or neutral.
Now, classify the sentiment of the following text. The answer should be on of the provided list. Return only the bare result; no explanations.<|im_end|>
<|im_start|>user
defender of di universe  wear captain band for us for fess time dis night! ©️󠁧󠁢󠁥󠁮󠁧󠁿<|im_end|>
<|im_start|>assistant
positive<|im_end|>
<|im_start|>user
ahh c est bizare dè<|im_end|>
<|im_start|>assistant
neutral<|im_end|>
<|im_start|>user
c3siri for life<|im_end|>
<|im_start|>assistant
neutral<|im_end|>
<|im_start|>user
baba we don meet again sha. in this life, you no fit run from your destiny.<|im_end|>
<|im_start|>assistant
positive<|im_end|>
<|im_start|>user
c est tellement facile de perdre la confiance des enfants façon ni kofai outai exercice fochi dedi ima bilen<|im_end|>
<|im_start|>assistant
neutral<|im_end|>
<|im_start|>user
Eré àgbéléwò ti Nàìjíríà tó dára ni èyí Ogun tí ó ń ṣẹlẹ̀ ní orílè-èdè Nàìjíríà yìí jẹ́ rògbòdìyàn tí kò dára, eré yìí fi ìhà búburú orílè-èdè yìí hàn. Erè tó ní ìjà ni.<|im_end|>
<|im_start|>assistant
<think>

</think>

",negative,negative,"[{'role': 'system', 'content': 'I will give you examples of text with their sentiment classification label. Then I want you to classify a new text as positive, negative or neutral.\nNow, classify the sentiment of the following text. The answer should be on of the provided list. Return only the bare result; no explanations.'}, {'role': 'user', 'content': 'defender of di universe  wear captain band for us for fess time dis night! ©️\U000e0067\U000e0062\U000e0065\U000e006e\U000e0067\U000e007f'}, {'role': 'assistant', 'content': 'positive'}, {'role': 'user', 'content': 'ahh c est bizare dè'}, {'role': 'assistant', 'content': 'neutral'}, {'role': 'user', 'content': 'c3siri for life'}, {'role': 'assistant', 'content': 'neutral'}, {'role': 'user', 'content': 'baba we don meet again sha. in this life, you no fit run from your destiny.'}, {'role': 'assistant', 'content': 'positive'}, {'role': 'user', 'content': 'c est tellement facile de perdre la confiance des enfants façon ni kofai outai exercice fochi dedi ima bilen'}, {'role': 'assistant', 'content': 'neutral'}, {'role': 'user', 'content': 'Eré àgbéléwò ti Nàìjíríà tó dára ni èyí Ogun tí ó ń ṣẹlẹ̀ ní orílè-èdè Nàìjíríà yìí jẹ́ rògbòdìyàn tí kò dára, eré yìí fi ìhà búburú orílè-èdè yìí hàn. Erè tó ní ìjà ni.'}]"
138,yor,sentiment,ó kojá oun tí mo lérò! Èyí jẹ̀ àtọ̀pọ̀ ati ìtàn ìyàlẹ́nu . ọ̀kan làra àwon eré tí o ma níìfẹ́ lati wò tún wò. Ojú mọ́ ọ̀tun mọ́ Nollywood! Mo gbé òsùbà fún won!,"<|im_start|>system
I will give you examples of text with their sentiment classification label. Then I want you to classify a new text as positive, negative or neutral.
Now, classify the sentiment of the following text. The answer should be on of the provided list. Return only the bare result; no explanations.<|im_end|>
<|im_start|>user
defender of di universe  wear captain band for us for fess time dis night! ©️󠁧󠁢󠁥󠁮󠁧󠁿<|im_end|>
<|im_start|>assistant
positive<|im_end|>
<|im_start|>user
ahh c est bizare dè<|im_end|>
<|im_start|>assistant
neutral<|im_end|>
<|im_start|>user
c3siri for life<|im_end|>
<|im_start|>assistant
neutral<|im_end|>
<|im_start|>user
baba we don meet again sha. in this life, you no fit run from your destiny.<|im_end|>
<|im_start|>assistant
positive<|im_end|>
<|im_start|>user
c est tellement facile de perdre la confiance des enfants façon ni kofai outai exercice fochi dedi ima bilen<|im_end|>
<|im_start|>assistant
neutral<|im_end|>
<|im_start|>user
ó kojá oun tí mo lérò! Èyí jẹ̀ àtọ̀pọ̀ ati ìtàn ìyàlẹ́nu . ọ̀kan làra àwon eré tí o ma níìfẹ́ lati wò tún wò. Ojú mọ́ ọ̀tun mọ́ Nollywood! Mo gbé òsùbà fún won!<|im_end|>
<|im_start|>assistant
<think>

</think>

",positive,positive,"[{'role': 'system', 'content': 'I will give you examples of text with their sentiment classification label. Then I want you to classify a new text as positive, negative or neutral.\nNow, classify the sentiment of the following text. The answer should be on of the provided list. Return only the bare result; no explanations.'}, {'role': 'user', 'content': 'defender of di universe  wear captain band for us for fess time dis night! ©️\U000e0067\U000e0062\U000e0065\U000e006e\U000e0067\U000e007f'}, {'role': 'assistant', 'content': 'positive'}, {'role': 'user', 'content': 'ahh c est bizare dè'}, {'role': 'assistant', 'content': 'neutral'}, {'role': 'user', 'content': 'c3siri for life'}, {'role': 'assistant', 'content': 'neutral'}, {'role': 'user', 'content': 'baba we don meet again sha. in this life, you no fit run from your destiny.'}, {'role': 'assistant', 'content': 'positive'}, {'role': 'user', 'content': 'c est tellement facile de perdre la confiance des enfants façon ni kofai outai exercice fochi dedi ima bilen'}, {'role': 'assistant', 'content': 'neutral'}, {'role': 'user', 'content': 'ó kojá oun tí mo lérò! Èyí jẹ̀ àtọ̀pọ̀ ati ìtàn ìyàlẹ́nu . ọ̀kan làra àwon eré tí o ma níìfẹ́ lati wò tún wò. Ojú mọ́ ọ̀tun mọ́ Nollywood! Mo gbé òsùbà fún won!'}]"
139,yor,sentiment,"Ìpàdé sinima àgbéléwò nínú ìtàn gbígbé sinima jáde lórílẹ̀ èdè Nàìjíríà. Living in Bondage’, sinima tó sàmì ìbẹ̀rẹ̀ aajo ṣíṣe sinima ti Nollywood. Ó jẹ́ ìtàn nípa ìfẹ́, ẹtan, ìnira, àti ìràpadà. Mo jáde nínú eré ìtàgé náà gẹ́gẹ́ bí onigbagbọ tó gbọn-gbọ́n. Ìgbàgbọ́ nínú Nàìjíríà sì ni ohun tí mo ní báyìí.","<|im_start|>system
I will give you examples of text with their sentiment classification label. Then I want you to classify a new text as positive, negative or neutral.
Now, classify the sentiment of the following text. The answer should be on of the provided list. Return only the bare result; no explanations.<|im_end|>
<|im_start|>user
defender of di universe  wear captain band for us for fess time dis night! ©️󠁧󠁢󠁥󠁮󠁧󠁿<|im_end|>
<|im_start|>assistant
positive<|im_end|>
<|im_start|>user
ahh c est bizare dè<|im_end|>
<|im_start|>assistant
neutral<|im_end|>
<|im_start|>user
c3siri for life<|im_end|>
<|im_start|>assistant
neutral<|im_end|>
<|im_start|>user
baba we don meet again sha. in this life, you no fit run from your destiny.<|im_end|>
<|im_start|>assistant
positive<|im_end|>
<|im_start|>user
c est tellement facile de perdre la confiance des enfants façon ni kofai outai exercice fochi dedi ima bilen<|im_end|>
<|im_start|>assistant
neutral<|im_end|>
<|im_start|>user
Ìpàdé sinima àgbéléwò nínú ìtàn gbígbé sinima jáde lórílẹ̀ èdè Nàìjíríà. Living in Bondage’, sinima tó sàmì ìbẹ̀rẹ̀ aajo ṣíṣe sinima ti Nollywood. Ó jẹ́ ìtàn nípa ìfẹ́, ẹtan, ìnira, àti ìràpadà. Mo jáde nínú eré ìtàgé náà gẹ́gẹ́ bí onigbagbọ tó gbọn-gbọ́n. Ìgbàgbọ́ nínú Nàìjíríà sì ni ohun tí mo ní báyìí.<|im_end|>
<|im_start|>assistant
<think>

</think>

",positive,positive,"[{'role': 'system', 'content': 'I will give you examples of text with their sentiment classification label. Then I want you to classify a new text as positive, negative or neutral.\nNow, classify the sentiment of the following text. The answer should be on of the provided list. Return only the bare result; no explanations.'}, {'role': 'user', 'content': 'defender of di universe  wear captain band for us for fess time dis night! ©️\U000e0067\U000e0062\U000e0065\U000e006e\U000e0067\U000e007f'}, {'role': 'assistant', 'content': 'positive'}, {'role': 'user', 'content': 'ahh c est bizare dè'}, {'role': 'assistant', 'content': 'neutral'}, {'role': 'user', 'content': 'c3siri for life'}, {'role': 'assistant', 'content': 'neutral'}, {'role': 'user', 'content': 'baba we don meet again sha. in this life, you no fit run from your destiny.'}, {'role': 'assistant', 'content': 'positive'}, {'role': 'user', 'content': 'c est tellement facile de perdre la confiance des enfants façon ni kofai outai exercice fochi dedi ima bilen'}, {'role': 'assistant', 'content': 'neutral'}, {'role': 'user', 'content': 'Ìpàdé sinima àgbéléwò nínú ìtàn gbígbé sinima jáde lórílẹ̀ èdè Nàìjíríà. Living in Bondage’, sinima tó sàmì ìbẹ̀rẹ̀ aajo ṣíṣe sinima ti Nollywood. Ó jẹ́ ìtàn nípa ìfẹ́, ẹtan, ìnira, àti ìràpadà. Mo jáde nínú eré ìtàgé náà gẹ́gẹ́ bí onigbagbọ tó gbọn-gbọ́n. Ìgbàgbọ́ nínú Nàìjíríà sì ni ohun tí mo ní báyìí.'}]"
140,yor,sentiment,"FÍÌMÙ ŃLÁ: Ó dára jùlọ ní ọdún 2020 yìí. Àwọn ipa tí àwọn òṣeré náà kó dàbíenipé tòótó ni. Èrò náà pé àwọn ẹgbẹ́ oníjàgídíjàgan kò ṣàfihàn rẹ̀ ní ìmọ́lẹ̀ tòótọ́ jẹ́ àbùkù, kò sì sí oun tí ó lè sọ bí fíìmù yìí ṣe dára tó. Ìṣesí wọn nípasè eré ìtàgé jẹ́ dà bí enipé àbùmọ́ wa nibe, tí ò síì dàbíẹnipé wọ́n lọ́ọ pọ̀ láti jẹ́ kí ó bá ìtàn eré nàa lọ, ó sì yéyàn.","<|im_start|>system
I will give you examples of text with their sentiment classification label. Then I want you to classify a new text as positive, negative or neutral.
Now, classify the sentiment of the following text. The answer should be on of the provided list. Return only the bare result; no explanations.<|im_end|>
<|im_start|>user
defender of di universe  wear captain band for us for fess time dis night! ©️󠁧󠁢󠁥󠁮󠁧󠁿<|im_end|>
<|im_start|>assistant
positive<|im_end|>
<|im_start|>user
ahh c est bizare dè<|im_end|>
<|im_start|>assistant
neutral<|im_end|>
<|im_start|>user
c3siri for life<|im_end|>
<|im_start|>assistant
neutral<|im_end|>
<|im_start|>user
baba we don meet again sha. in this life, you no fit run from your destiny.<|im_end|>
<|im_start|>assistant
positive<|im_end|>
<|im_start|>user
c est tellement facile de perdre la confiance des enfants façon ni kofai outai exercice fochi dedi ima bilen<|im_end|>
<|im_start|>assistant
neutral<|im_end|>
<|im_start|>user
FÍÌMÙ ŃLÁ: Ó dára jùlọ ní ọdún 2020 yìí. Àwọn ipa tí àwọn òṣeré náà kó dàbíenipé tòótó ni. Èrò náà pé àwọn ẹgbẹ́ oníjàgídíjàgan kò ṣàfihàn rẹ̀ ní ìmọ́lẹ̀ tòótọ́ jẹ́ àbùkù, kò sì sí oun tí ó lè sọ bí fíìmù yìí ṣe dára tó. Ìṣesí wọn nípasè eré ìtàgé jẹ́ dà bí enipé àbùmọ́ wa nibe, tí ò síì dàbíẹnipé wọ́n lọ́ọ pọ̀ láti jẹ́ kí ó bá ìtàn eré nàa lọ, ó sì yéyàn.<|im_end|>
<|im_start|>assistant
<think>

</think>

",positive,positive,"[{'role': 'system', 'content': 'I will give you examples of text with their sentiment classification label. Then I want you to classify a new text as positive, negative or neutral.\nNow, classify the sentiment of the following text. The answer should be on of the provided list. Return only the bare result; no explanations.'}, {'role': 'user', 'content': 'defender of di universe  wear captain band for us for fess time dis night! ©️\U000e0067\U000e0062\U000e0065\U000e006e\U000e0067\U000e007f'}, {'role': 'assistant', 'content': 'positive'}, {'role': 'user', 'content': 'ahh c est bizare dè'}, {'role': 'assistant', 'content': 'neutral'}, {'role': 'user', 'content': 'c3siri for life'}, {'role': 'assistant', 'content': 'neutral'}, {'role': 'user', 'content': 'baba we don meet again sha. in this life, you no fit run from your destiny.'}, {'role': 'assistant', 'content': 'positive'}, {'role': 'user', 'content': 'c est tellement facile de perdre la confiance des enfants façon ni kofai outai exercice fochi dedi ima bilen'}, {'role': 'assistant', 'content': 'neutral'}, {'role': 'user', 'content': 'FÍÌMÙ ŃLÁ: Ó dára jùlọ ní ọdún 2020 yìí. Àwọn ipa tí àwọn òṣeré náà kó dàbíenipé tòótó ni. Èrò náà pé àwọn ẹgbẹ́ oníjàgídíjàgan kò ṣàfihàn rẹ̀ ní ìmọ́lẹ̀ tòótọ́ jẹ́ àbùkù, kò sì sí oun tí ó lè sọ bí fíìmù yìí ṣe dára tó. Ìṣesí wọn nípasè eré ìtàgé jẹ́ dà bí enipé àbùmọ́ wa nibe, tí ò síì dàbíẹnipé wọ́n lọ́ọ pọ̀ láti jẹ́ kí ó bá ìtàn eré nàa lọ, ó sì yéyàn.'}]"
