example_id,lang_code,task,input,model_prompt,generation,raw_generation,message_sequence
47,eng-afr,mt_eng2xx, be,"<|im_start|>system
You are a multilingual AI assistant that translates text from source language to target language. You are accurate, context-aware, and maintain proper grammar and natural fluency.
Now, please Now, translate the following text. Return only the bare result; no explanations.<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Swahili (swa)
text:  number<|im_end|>
<|im_start|>assistant
kuna<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Afrikaans (afr)
text:  contents<|im_end|>
<|im_start|>assistant
inhoud<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Southern Sotho (sot)
text:  team<|im_end|>
<|im_start|>assistant
sehlopha se<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Nyankore/Nyankole (nyn)
text: She was murdered mysteriously.<|im_end|>
<|im_start|>assistant
Akaitwa omu muringo ogutakwetegyerezibwa.<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Xhosa (xho)
text:  games<|im_end|>
<|im_start|>assistant
kwimidlalo<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Afrikaans (afr)
text:  be<|im_end|>
<|im_start|>assistant
<think>

</think>

",wees,wees,"[{'role': 'system', 'content': 'You are a multilingual AI assistant that translates text from source language to target language. You are accurate, context-aware, and maintain proper grammar and natural fluency.\nNow, please Now, translate the following text. Return only the bare result; no explanations.'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Swahili (swa)\ntext:  number'}, {'role': 'assistant', 'content': 'kuna'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Afrikaans (afr)\ntext:  contents'}, {'role': 'assistant', 'content': 'inhoud'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Southern Sotho (sot)\ntext:  team'}, {'role': 'assistant', 'content': 'sehlopha se'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Nyankore/Nyankole (nyn)\ntext: She was murdered mysteriously.'}, {'role': 'assistant', 'content': 'Akaitwa omu muringo ogutakwetegyerezibwa.'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Xhosa (xho)\ntext:  games'}, {'role': 'assistant', 'content': 'kwimidlalo'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Afrikaans (afr)\ntext:  be'}]"
48,eng-run,mt_eng2xx, marriage,"<|im_start|>system
You are a multilingual AI assistant that translates text from source language to target language. You are accurate, context-aware, and maintain proper grammar and natural fluency.
Now, please Now, translate the following text. Return only the bare result; no explanations.<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Swahili (swa)
text:  number<|im_end|>
<|im_start|>assistant
kuna<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Afrikaans (afr)
text:  contents<|im_end|>
<|im_start|>assistant
inhoud<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Southern Sotho (sot)
text:  team<|im_end|>
<|im_start|>assistant
sehlopha se<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Nyankore/Nyankole (nyn)
text: She was murdered mysteriously.<|im_end|>
<|im_start|>assistant
Akaitwa omu muringo ogutakwetegyerezibwa.<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Xhosa (xho)
text:  games<|im_end|>
<|im_start|>assistant
kwimidlalo<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Rundi (run)
text:  marriage<|im_end|>
<|im_start|>assistant
<think>

</think>

",obugyenyi,obugyenyi,"[{'role': 'system', 'content': 'You are a multilingual AI assistant that translates text from source language to target language. You are accurate, context-aware, and maintain proper grammar and natural fluency.\nNow, please Now, translate the following text. Return only the bare result; no explanations.'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Swahili (swa)\ntext:  number'}, {'role': 'assistant', 'content': 'kuna'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Afrikaans (afr)\ntext:  contents'}, {'role': 'assistant', 'content': 'inhoud'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Southern Sotho (sot)\ntext:  team'}, {'role': 'assistant', 'content': 'sehlopha se'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Nyankore/Nyankole (nyn)\ntext: She was murdered mysteriously.'}, {'role': 'assistant', 'content': 'Akaitwa omu muringo ogutakwetegyerezibwa.'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Xhosa (xho)\ntext:  games'}, {'role': 'assistant', 'content': 'kwimidlalo'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Rundi (run)\ntext:  marriage'}]"
49,eng-twi,mt_eng2xx,He also attempted to escape but was shot in the left knee and over-powered by Police.,"<|im_start|>system
You are a multilingual AI assistant that translates text from source language to target language. You are accurate, context-aware, and maintain proper grammar and natural fluency.
Now, please Now, translate the following text. Return only the bare result; no explanations.<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Swahili (swa)
text:  number<|im_end|>
<|im_start|>assistant
kuna<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Afrikaans (afr)
text:  contents<|im_end|>
<|im_start|>assistant
inhoud<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Southern Sotho (sot)
text:  team<|im_end|>
<|im_start|>assistant
sehlopha se<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Nyankore/Nyankole (nyn)
text: She was murdered mysteriously.<|im_end|>
<|im_start|>assistant
Akaitwa omu muringo ogutakwetegyerezibwa.<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Xhosa (xho)
text:  games<|im_end|>
<|im_start|>assistant
kwimidlalo<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Twi (twi)
text: He also attempted to escape but was shot in the left knee and over-powered by Police.<|im_end|>
<|im_start|>assistant
<think>

</think>

",Ɔsane nso bɔɔ mmɔden sɛ ɔbɛtumi asi afiri hɔ nanso wɔbɔɔ no wɔ ne nan ben,Ɔsane nso bɔɔ mmɔden sɛ ɔbɛtumi asi afiri hɔ nanso wɔbɔɔ no wɔ ne nan ben,"[{'role': 'system', 'content': 'You are a multilingual AI assistant that translates text from source language to target language. You are accurate, context-aware, and maintain proper grammar and natural fluency.\nNow, please Now, translate the following text. Return only the bare result; no explanations.'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Swahili (swa)\ntext:  number'}, {'role': 'assistant', 'content': 'kuna'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Afrikaans (afr)\ntext:  contents'}, {'role': 'assistant', 'content': 'inhoud'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Southern Sotho (sot)\ntext:  team'}, {'role': 'assistant', 'content': 'sehlopha se'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Nyankore/Nyankole (nyn)\ntext: She was murdered mysteriously.'}, {'role': 'assistant', 'content': 'Akaitwa omu muringo ogutakwetegyerezibwa.'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Xhosa (xho)\ntext:  games'}, {'role': 'assistant', 'content': 'kwimidlalo'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Twi (twi)\ntext: He also attempted to escape but was shot in the left knee and over-powered by Police.'}]"
50,eng-afr,mt_eng2xx, told,"<|im_start|>system
You are a multilingual AI assistant that translates text from source language to target language. You are accurate, context-aware, and maintain proper grammar and natural fluency.
Now, please Now, translate the following text. Return only the bare result; no explanations.<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Swahili (swa)
text:  number<|im_end|>
<|im_start|>assistant
kuna<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Afrikaans (afr)
text:  contents<|im_end|>
<|im_start|>assistant
inhoud<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Southern Sotho (sot)
text:  team<|im_end|>
<|im_start|>assistant
sehlopha se<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Nyankore/Nyankole (nyn)
text: She was murdered mysteriously.<|im_end|>
<|im_start|>assistant
Akaitwa omu muringo ogutakwetegyerezibwa.<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Xhosa (xho)
text:  games<|im_end|>
<|im_start|>assistant
kwimidlalo<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Afrikaans (afr)
text:  told<|im_end|>
<|im_start|>assistant
<think>

</think>

",vertel het,vertel het,"[{'role': 'system', 'content': 'You are a multilingual AI assistant that translates text from source language to target language. You are accurate, context-aware, and maintain proper grammar and natural fluency.\nNow, please Now, translate the following text. Return only the bare result; no explanations.'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Swahili (swa)\ntext:  number'}, {'role': 'assistant', 'content': 'kuna'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Afrikaans (afr)\ntext:  contents'}, {'role': 'assistant', 'content': 'inhoud'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Southern Sotho (sot)\ntext:  team'}, {'role': 'assistant', 'content': 'sehlopha se'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Nyankore/Nyankole (nyn)\ntext: She was murdered mysteriously.'}, {'role': 'assistant', 'content': 'Akaitwa omu muringo ogutakwetegyerezibwa.'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Xhosa (xho)\ntext:  games'}, {'role': 'assistant', 'content': 'kwimidlalo'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Afrikaans (afr)\ntext:  told'}]"
51,eng-twi,mt_eng2xx,The mayor of Kumasi Osei Asibey Antwi who is on sick leave told Starr FM’s Ashanti regional Correspondent Isaac Justice Bediako that the KMA technical team will hold an emergency meeting on the flooding development in Kumasi.,"<|im_start|>system
You are a multilingual AI assistant that translates text from source language to target language. You are accurate, context-aware, and maintain proper grammar and natural fluency.
Now, please Now, translate the following text. Return only the bare result; no explanations.<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Swahili (swa)
text:  number<|im_end|>
<|im_start|>assistant
kuna<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Afrikaans (afr)
text:  contents<|im_end|>
<|im_start|>assistant
inhoud<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Southern Sotho (sot)
text:  team<|im_end|>
<|im_start|>assistant
sehlopha se<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Nyankore/Nyankole (nyn)
text: She was murdered mysteriously.<|im_end|>
<|im_start|>assistant
Akaitwa omu muringo ogutakwetegyerezibwa.<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Xhosa (xho)
text:  games<|im_end|>
<|im_start|>assistant
kwimidlalo<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Twi (twi)
text: The mayor of Kumasi Osei Asibey Antwi who is on sick leave told Starr FM’s Ashanti regional Correspondent Isaac Justice Bediako that the KMA technical team will hold an emergency meeting on the flooding development in Kumasi.<|im_end|>
<|im_start|>assistant
<think>

</think>

",Kumasi manpanyin Osei Asibey Antwi a ɔwɔ yareɛ mu no ka kyerɛɛ Starr FM Ashanti mantam no sofo Isaac Justice Bediako sɛ,Kumasi manpanyin Osei Asibey Antwi a ɔwɔ yareɛ mu no ka kyerɛɛ Starr FM Ashanti mantam no sofo Isaac Justice Bediako sɛ,"[{'role': 'system', 'content': 'You are a multilingual AI assistant that translates text from source language to target language. You are accurate, context-aware, and maintain proper grammar and natural fluency.\nNow, please Now, translate the following text. Return only the bare result; no explanations.'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Swahili (swa)\ntext:  number'}, {'role': 'assistant', 'content': 'kuna'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Afrikaans (afr)\ntext:  contents'}, {'role': 'assistant', 'content': 'inhoud'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Southern Sotho (sot)\ntext:  team'}, {'role': 'assistant', 'content': 'sehlopha se'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Nyankore/Nyankole (nyn)\ntext: She was murdered mysteriously.'}, {'role': 'assistant', 'content': 'Akaitwa omu muringo ogutakwetegyerezibwa.'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Xhosa (xho)\ntext:  games'}, {'role': 'assistant', 'content': 'kwimidlalo'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Twi (twi)\ntext: The mayor of Kumasi Osei Asibey Antwi who is on sick leave told Starr FM’s Ashanti regional Correspondent Isaac Justice Bediako that the KMA technical team will hold an emergency meeting on the flooding development in Kumasi.'}]"
52,eng-pcm,mt_eng2xx,I am really looking forward to seeing her again in the resurrection .,"<|im_start|>system
You are a multilingual AI assistant that translates text from source language to target language. You are accurate, context-aware, and maintain proper grammar and natural fluency.
Now, please Now, translate the following text. Return only the bare result; no explanations.<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Swahili (swa)
text:  number<|im_end|>
<|im_start|>assistant
kuna<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Afrikaans (afr)
text:  contents<|im_end|>
<|im_start|>assistant
inhoud<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Southern Sotho (sot)
text:  team<|im_end|>
<|im_start|>assistant
sehlopha se<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Nyankore/Nyankole (nyn)
text: She was murdered mysteriously.<|im_end|>
<|im_start|>assistant
Akaitwa omu muringo ogutakwetegyerezibwa.<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Xhosa (xho)
text:  games<|im_end|>
<|im_start|>assistant
kwimidlalo<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Nigerian Pidgin (pcm)
text: I am really looking forward to seeing her again in the resurrection .<|im_end|>
<|im_start|>assistant
<think>

</think>

",I dey really look forward to see her again for di resurrection.,I dey really look forward to see her again for di resurrection.,"[{'role': 'system', 'content': 'You are a multilingual AI assistant that translates text from source language to target language. You are accurate, context-aware, and maintain proper grammar and natural fluency.\nNow, please Now, translate the following text. Return only the bare result; no explanations.'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Swahili (swa)\ntext:  number'}, {'role': 'assistant', 'content': 'kuna'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Afrikaans (afr)\ntext:  contents'}, {'role': 'assistant', 'content': 'inhoud'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Southern Sotho (sot)\ntext:  team'}, {'role': 'assistant', 'content': 'sehlopha se'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Nyankore/Nyankole (nyn)\ntext: She was murdered mysteriously.'}, {'role': 'assistant', 'content': 'Akaitwa omu muringo ogutakwetegyerezibwa.'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Xhosa (xho)\ntext:  games'}, {'role': 'assistant', 'content': 'kwimidlalo'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Nigerian Pidgin (pcm)\ntext: I am really looking forward to seeing her again in the resurrection .'}]"
53,eng-afr,mt_eng2xx, that,"<|im_start|>system
You are a multilingual AI assistant that translates text from source language to target language. You are accurate, context-aware, and maintain proper grammar and natural fluency.
Now, please Now, translate the following text. Return only the bare result; no explanations.<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Swahili (swa)
text:  number<|im_end|>
<|im_start|>assistant
kuna<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Afrikaans (afr)
text:  contents<|im_end|>
<|im_start|>assistant
inhoud<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Southern Sotho (sot)
text:  team<|im_end|>
<|im_start|>assistant
sehlopha se<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Nyankore/Nyankole (nyn)
text: She was murdered mysteriously.<|im_end|>
<|im_start|>assistant
Akaitwa omu muringo ogutakwetegyerezibwa.<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Xhosa (xho)
text:  games<|im_end|>
<|im_start|>assistant
kwimidlalo<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Afrikaans (afr)
text:  that<|im_end|>
<|im_start|>assistant
<think>

</think>

",daardie,daardie,"[{'role': 'system', 'content': 'You are a multilingual AI assistant that translates text from source language to target language. You are accurate, context-aware, and maintain proper grammar and natural fluency.\nNow, please Now, translate the following text. Return only the bare result; no explanations.'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Swahili (swa)\ntext:  number'}, {'role': 'assistant', 'content': 'kuna'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Afrikaans (afr)\ntext:  contents'}, {'role': 'assistant', 'content': 'inhoud'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Southern Sotho (sot)\ntext:  team'}, {'role': 'assistant', 'content': 'sehlopha se'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Nyankore/Nyankole (nyn)\ntext: She was murdered mysteriously.'}, {'role': 'assistant', 'content': 'Akaitwa omu muringo ogutakwetegyerezibwa.'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Xhosa (xho)\ntext:  games'}, {'role': 'assistant', 'content': 'kwimidlalo'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Afrikaans (afr)\ntext:  that'}]"
54,eng-teo,mt_eng2xx,What is being done to help pregnant mothers in refugee camps?,"<|im_start|>system
You are a multilingual AI assistant that translates text from source language to target language. You are accurate, context-aware, and maintain proper grammar and natural fluency.
Now, please Now, translate the following text. Return only the bare result; no explanations.<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Swahili (swa)
text:  number<|im_end|>
<|im_start|>assistant
kuna<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Afrikaans (afr)
text:  contents<|im_end|>
<|im_start|>assistant
inhoud<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Southern Sotho (sot)
text:  team<|im_end|>
<|im_start|>assistant
sehlopha se<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Nyankore/Nyankole (nyn)
text: She was murdered mysteriously.<|im_end|>
<|im_start|>assistant
Akaitwa omu muringo ogutakwetegyerezibwa.<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Xhosa (xho)
text:  games<|im_end|>
<|im_start|>assistant
kwimidlalo<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Teso (teo)
text: What is being done to help pregnant mothers in refugee camps?<|im_end|>
<|im_start|>assistant
<think>

</think>

",Inyoin bo iswamaunitai kanu aingarakin angor nu epotiete kotoma oikampeins luka idwe?,Inyoin bo iswamaunitai kanu aingarakin angor nu epotiete kotoma oikampeins luka idwe?,"[{'role': 'system', 'content': 'You are a multilingual AI assistant that translates text from source language to target language. You are accurate, context-aware, and maintain proper grammar and natural fluency.\nNow, please Now, translate the following text. Return only the bare result; no explanations.'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Swahili (swa)\ntext:  number'}, {'role': 'assistant', 'content': 'kuna'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Afrikaans (afr)\ntext:  contents'}, {'role': 'assistant', 'content': 'inhoud'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Southern Sotho (sot)\ntext:  team'}, {'role': 'assistant', 'content': 'sehlopha se'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Nyankore/Nyankole (nyn)\ntext: She was murdered mysteriously.'}, {'role': 'assistant', 'content': 'Akaitwa omu muringo ogutakwetegyerezibwa.'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Xhosa (xho)\ntext:  games'}, {'role': 'assistant', 'content': 'kwimidlalo'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Teso (teo)\ntext: What is being done to help pregnant mothers in refugee camps?'}]"
55,eng-teo,mt_eng2xx,Everyone is waiting for the court ruling.,"<|im_start|>system
You are a multilingual AI assistant that translates text from source language to target language. You are accurate, context-aware, and maintain proper grammar and natural fluency.
Now, please Now, translate the following text. Return only the bare result; no explanations.<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Swahili (swa)
text:  number<|im_end|>
<|im_start|>assistant
kuna<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Afrikaans (afr)
text:  contents<|im_end|>
<|im_start|>assistant
inhoud<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Southern Sotho (sot)
text:  team<|im_end|>
<|im_start|>assistant
sehlopha se<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Nyankore/Nyankole (nyn)
text: She was murdered mysteriously.<|im_end|>
<|im_start|>assistant
Akaitwa omu muringo ogutakwetegyerezibwa.<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Xhosa (xho)
text:  games<|im_end|>
<|im_start|>assistant
kwimidlalo<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Teso (teo)
text: Everyone is waiting for the court ruling.<|im_end|>
<|im_start|>assistant
<think>

</think>

",Itunga kere eutai aibiror ebeitor ekooti aicorakin.,Itunga kere eutai aibiror ebeitor ekooti aicorakin.,"[{'role': 'system', 'content': 'You are a multilingual AI assistant that translates text from source language to target language. You are accurate, context-aware, and maintain proper grammar and natural fluency.\nNow, please Now, translate the following text. Return only the bare result; no explanations.'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Swahili (swa)\ntext:  number'}, {'role': 'assistant', 'content': 'kuna'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Afrikaans (afr)\ntext:  contents'}, {'role': 'assistant', 'content': 'inhoud'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Southern Sotho (sot)\ntext:  team'}, {'role': 'assistant', 'content': 'sehlopha se'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Nyankore/Nyankole (nyn)\ntext: She was murdered mysteriously.'}, {'role': 'assistant', 'content': 'Akaitwa omu muringo ogutakwetegyerezibwa.'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Xhosa (xho)\ntext:  games'}, {'role': 'assistant', 'content': 'kwimidlalo'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Teso (teo)\ntext: Everyone is waiting for the court ruling.'}]"
56,eng-lin,mt_eng2xx, it,"<|im_start|>system
You are a multilingual AI assistant that translates text from source language to target language. You are accurate, context-aware, and maintain proper grammar and natural fluency.
Now, please Now, translate the following text. Return only the bare result; no explanations.<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Swahili (swa)
text:  number<|im_end|>
<|im_start|>assistant
kuna<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Afrikaans (afr)
text:  contents<|im_end|>
<|im_start|>assistant
inhoud<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Southern Sotho (sot)
text:  team<|im_end|>
<|im_start|>assistant
sehlopha se<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Nyankore/Nyankole (nyn)
text: She was murdered mysteriously.<|im_end|>
<|im_start|>assistant
Akaitwa omu muringo ogutakwetegyerezibwa.<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Xhosa (xho)
text:  games<|im_end|>
<|im_start|>assistant
kwimidlalo<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Lingala (lin)
text:  it<|im_end|>
<|im_start|>assistant
<think>

</think>

",ye,ye,"[{'role': 'system', 'content': 'You are a multilingual AI assistant that translates text from source language to target language. You are accurate, context-aware, and maintain proper grammar and natural fluency.\nNow, please Now, translate the following text. Return only the bare result; no explanations.'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Swahili (swa)\ntext:  number'}, {'role': 'assistant', 'content': 'kuna'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Afrikaans (afr)\ntext:  contents'}, {'role': 'assistant', 'content': 'inhoud'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Southern Sotho (sot)\ntext:  team'}, {'role': 'assistant', 'content': 'sehlopha se'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Nyankore/Nyankole (nyn)\ntext: She was murdered mysteriously.'}, {'role': 'assistant', 'content': 'Akaitwa omu muringo ogutakwetegyerezibwa.'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Xhosa (xho)\ntext:  games'}, {'role': 'assistant', 'content': 'kwimidlalo'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Lingala (lin)\ntext:  it'}]"
57,eng-teo,mt_eng2xx,Using mobile money to buy and sell goods has increased in the first half of this year.,"<|im_start|>system
You are a multilingual AI assistant that translates text from source language to target language. You are accurate, context-aware, and maintain proper grammar and natural fluency.
Now, please Now, translate the following text. Return only the bare result; no explanations.<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Swahili (swa)
text:  number<|im_end|>
<|im_start|>assistant
kuna<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Afrikaans (afr)
text:  contents<|im_end|>
<|im_start|>assistant
inhoud<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Southern Sotho (sot)
text:  team<|im_end|>
<|im_start|>assistant
sehlopha se<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Nyankore/Nyankole (nyn)
text: She was murdered mysteriously.<|im_end|>
<|im_start|>assistant
Akaitwa omu muringo ogutakwetegyerezibwa.<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Xhosa (xho)
text:  games<|im_end|>
<|im_start|>assistant
kwimidlalo<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Teso (teo)
text: Using mobile money to buy and sell goods has increased in the first half of this year.<|im_end|>
<|im_start|>assistant
<think>

</think>

",Aitiang ikapun kowai lo esimu kanu agwel ka agwelan iboro iyatakinos kotoma atutubet nasodit naka ekaru lo.,Aitiang ikapun kowai lo esimu kanu agwel ka agwelan iboro iyatakinos kotoma atutubet nasodit naka ekaru lo.,"[{'role': 'system', 'content': 'You are a multilingual AI assistant that translates text from source language to target language. You are accurate, context-aware, and maintain proper grammar and natural fluency.\nNow, please Now, translate the following text. Return only the bare result; no explanations.'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Swahili (swa)\ntext:  number'}, {'role': 'assistant', 'content': 'kuna'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Afrikaans (afr)\ntext:  contents'}, {'role': 'assistant', 'content': 'inhoud'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Southern Sotho (sot)\ntext:  team'}, {'role': 'assistant', 'content': 'sehlopha se'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Nyankore/Nyankole (nyn)\ntext: She was murdered mysteriously.'}, {'role': 'assistant', 'content': 'Akaitwa omu muringo ogutakwetegyerezibwa.'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Xhosa (xho)\ntext:  games'}, {'role': 'assistant', 'content': 'kwimidlalo'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Teso (teo)\ntext: Using mobile money to buy and sell goods has increased in the first half of this year.'}]"
